Number,First,Len,Rotate,GNU,Rot13,FAQ6,Ly,Rs,Sum
14066,0,0,29,0,47,17,20,23,0
14067,0,0,17,0,21,13,18,13,0
14068,0,0,17,0,22,16,22,13,0
14069,0,0,20,0,21,18,24,14,0
14070,0,0,24,0,21,15,21,10,0
14071,0,0,27,0,26,16,14,15,0
14072,0,0,21,0,11,24,12,25,0
14073,0,0,27,0,17,16,12,33,0
14074,0,0,17,0,7,25,20,20,0
14075,0,0,29,0,16,19,21,24,0
14076,0,0,22,0,12,26,18,24,0
14077,0,0,19,0,10,23,19,20,0
14078,0,0,21,0,7,15,16,16,0
14079,0,0,15,0,6,26,19,19,0
14080,0,0,26,0,6,22,22,26,0
14081,0,0,22,0,7,20,33,22,0
14082,0,0,19,0,5,16,17,21,0
14083,0,0,25,0,2,23,15,15,0
14084,0,0,15,0,6,20,18,25,0
14085,0,0,24,0,5,9,18,25,0
14086,0,0,15,0,1,21,22,22,0
14087,0,0,30,0,3,29,22,19,0
14088,0,0,19,0,1,28,14,25,0
14089,0,0,22,0,3,19,13,15,0
14090,0,0,19,0,2,20,20,20,0
14091,0,0,26,0,3,15,19,22,0
14092,0,0,21,0,3,31,17,21,0
14093,0,0,19,0,5,15,19,21,0
14094,0,0,20,0,6,23,31,20,0
14095,0,0,31,0,4,19,33,22,0
14096,0,0,23,0,4,21,13,18,0
14097,0,0,22,0,9,21,32,16,0
14098,0,0,23,0,6,17,20,17,0
14099,0,0,16,0,6,23,17,26,0
14100,0,0,24,0,5,18,22,20,0
14101,0,0,25,0,3,18,20,21,0
14102,0,0,14,0,7,23,32,9,0
14103,0,0,21,0,8,18,24,21,0
14104,0,0,19,0,12,19,25,27,0
14105,0,0,18,0,9,24,21,17,0
14106,0,0,18,0,17,19,20,23,0
14107,0,0,16,0,13,21,24,20,0
14108,0,0,22,0,11,19,19,17,0
14109,0,0,20,0,17,30,21,25,0
14110,0,0,15,0,17,14,18,19,0
14111,0,0,20,0,20,28,26,16,0
14112,0,0,18,0,21,29,26,23,0
14113,0,0,19,0,16,21,20,29,0
14114,0,0,27,0,26,15,9,19,0
14115,0,0,13,0,22,20,22,22,0
14116,0,0,24,0,26,25,20,19,0
14117,0,0,25,0,23,15,23,24,0
14118,0,0,19,0,31,26,25,21,0
14119,0,0,21,0,20,20,24,12,0
14120,0,0,16,0,29,18,23,26,0
14121,0,0,21,0,33,22,19,29,0
14122,0,0,19,0,34,20,24,28,0
14123,0,0,25,0,32,20,20,20,0
14124,0,0,26,0,35,22,26,24,0
14125,0,0,11,0,51,13,26,18,0
14126,0,0,23,0,47,22,20,17,0
14127,0,0,21,0,40,22,21,26,0
14128,0,0,20,0,54,29,22,27,0
14129,0,0,13,0,44,17,16,14,0
14130,0,0,15,0,44,21,14,18,0
14131,0,0,26,0,53,18,25,26,0
14132,0,0,18,0,66,24,20,24,0
14133,0,0,25,0,41,27,27,31,0
14134,0,0,24,0,66,18,16,21,0
14135,0,0,26,0,67,22,18,26,0
14136,0,0,17,0,74,15,16,28,0
14137,0,0,16,0,59,25,18,22,0
14138,0,0,21,0,95,20,20,16,0
14139,0,0,15,0,59,16,16,23,0
14140,0,0,19,0,82,24,20,15,0
14141,0,0,19,0,77,23,25,21,0
14142,0,0,22,0,82,25,20,24,0
14143,0,0,19,0,84,16,18,17,0
14144,0,0,24,0,105,26,27,25,0
14145,0,0,16,0,80,13,16,25,0
14146,0,0,17,0,79,18,21,18,0
14147,0,0,16,0,72,19,11,20,0
14148,0,0,19,0,77,23,21,20,0
14149,0,0,20,0,88,16,27,17,0
14150,0,0,19,0,85,34,21,12,0
14151,0,0,23,0,83,18,21,19,0
14152,0,0,25,0,97,20,22,23,0
14153,0,0,23,0,58,24,24,22,0
14154,0,0,13,0,84,21,24,18,0
14155,0,0,17,0,77,16,19,18,0
14156,0,0,12,0,87,17,29,19,0
14157,0,0,11,0,75,28,17,25,0
14158,0,0,24,0,70,21,17,22,0
14159,0,0,18,0,75,22,22,27,0
14160,0,0,18,0,66,26,16,14,0
14161,0,0,27,0,75,16,24,22,0
14162,0,0,19,0,75,17,27,25,0
14163,0,0,13,0,51,23,30,20,0
14164,0,0,27,0,63,14,17,23,0
14165,0,0,23,0,48,22,23,18,0
14166,0,0,15,0,68,22,23,16,0
14167,0,0,27,0,43,19,25,16,0
14168,0,0,28,0,51,23,32,15,0
14169,0,0,23,0,46,17,19,17,0
14170,0,0,23,0,43,18,14,20,0
14171,0,0,26,0,35,35,24,19,0
14172,0,0,20,0,31,16,23,22,0
14173,0,0,26,0,43,21,27,21,0
14174,0,0,16,0,24,18,17,23,0
14175,0,0,20,0,33,31,18,19,0
14176,0,0,27,0,28,28,20,26,0
14177,0,0,23,0,25,27,23,20,0
14178,0,0,27,0,26,22,29,10,0
14179,0,0,14,0,21,15,16,18,0
14180,0,0,22,0,19,17,23,21,0
14181,0,0,20,0,23,23,22,22,0
14182,0,0,13,0,16,30,26,18,0
14183,0,0,25,0,8,18,22,19,0
14184,0,0,18,0,18,25,12,26,0
14185,0,0,21,0,14,23,19,18,0
14186,0,0,23,0,16,18,27,21,0
14187,0,0,20,0,9,26,19,16,0
14188,0,0,18,0,7,24,16,21,0
14189,0,0,18,0,2,24,21,15,0
14190,0,0,18,0,4,21,12,19,0
14191,0,0,28,0,8,21,15,18,0
14192,0,0,21,0,6,22,18,26,0
14193,0,0,22,0,2,18,20,24,0
14194,0,0,22,0,5,12,20,18,0
14195,0,0,22,0,2,14,13,26,0
14196,0,0,20,0,2,25,16,23,0
14197,0,0,20,0,6,21,24,24,0
14198,0,0,24,0,7,21,25,23,0
14199,0,0,20,0,1,19,16,19,0
14200,0,0,18,0,2,20,18,23,0
14201,0,0,17,0,7,20,28,19,0
14202,0,0,19,0,4,17,13,18,0
14203,0,0,22,0,3,20,19,24,0
14204,0,0,25,0,3,18,17,27,0
14205,0,0,22,0,4,27,16,31,0
14206,0,0,21,0,2,15,23,19,0
14207,0,0,20,0,3,20,19,25,0
14208,0,0,14,0,5,17,9,24,0
14209,0,0,18,0,5,19,23,18,0
14210,0,0,16,0,8,13,19,18,0
14211,0,0,22,0,8,17,20,24,0
14212,0,0,13,0,6,17,28,21,0
14213,0,0,19,0,9,14,22,24,0
14214,0,0,19,0,8,16,20,17,0
14215,0,0,33,0,6,17,17,20,0
14216,0,0,15,0,10,27,20,22,0
14217,0,0,15,0,11,22,19,22,0
14218,0,0,19,0,9,24,16,28,0
14219,0,0,18,0,17,14,20,20,0
14220,0,0,21,0,21,27,23,20,0
14221,0,0,19,0,17,18,15,14,0
14222,0,0,12,0,10,12,19,15,0
14223,0,0,22,0,20,21,25,14,0
14224,0,0,21,0,24,21,7,22,0
14225,0,0,20,0,15,26,32,20,0
14226,0,0,20,0,30,21,15,24,0
14227,0,0,22,0,21,17,15,18,0
14228,0,0,26,0,30,25,19,29,0
14229,0,0,24,0,25,23,12,15,0
14230,0,0,15,0,33,14,25,20,0
14231,0,0,20,0,25,27,29,17,0
14232,0,0,19,0,29,26,19,16,0
14233,0,0,9,0,31,20,21,22,0
14234,0,0,20,0,31,19,21,23,0
14235,0,0,23,0,40,17,21,18,0
14236,0,0,24,0,33,18,26,21,0
14237,0,0,18,0,34,25,13,14,0
14238,0,0,28,0,49,20,24,23,0
14239,0,0,23,0,43,24,21,30,0
14240,0,0,18,0,35,30,19,19,0
14241,0,0,16,0,55,23,25,23,0
14242,0,0,23,0,65,19,20,26,0
14243,0,0,24,0,53,13,11,16,0
14244,0,0,29,0,52,23,16,16,0
14245,0,0,18,0,63,23,19,25,0
14246,0,0,18,0,60,31,19,21,0
14247,0,0,14,0,60,16,18,32,0
14248,0,0,19,0,57,25,23,20,0
14249,0,0,21,0,66,23,26,22,0
14250,0,0,22,0,61,25,20,22,0
14251,0,0,13,0,68,21,11,23,0
14252,0,0,17,0,68,18,21,21,0
14253,0,0,24,0,78,16,21,26,0
14254,0,0,24,0,57,19,26,9,0
14255,0,0,26,0,60,20,17,19,0
14256,0,0,23,0,66,16,15,18,0
14257,0,0,20,0,62,15,23,20,0
14258,0,0,17,0,57,18,25,21,0
14259,0,0,16,0,75,17,21,22,0
14260,0,0,17,0,55,20,19,15,0
14261,0,0,22,0,79,22,20,24,0
14262,0,0,27,0,71,13,13,18,0
14263,0,0,17,0,79,19,16,24,0
14264,0,0,25,0,55,25,20,20,0
14265,0,0,20,0,70,17,32,21,0
14266,0,0,18,0,71,19,14,20,0
14267,0,0,18,0,64,16,20,16,0
14268,0,0,24,0,59,21,13,19,0
14269,0,0,13,0,61,20,22,17,0
14270,0,0,20,0,56,17,18,21,0
14271,0,0,24,0,46,27,18,22,0
14272,0,0,22,0,46,19,22,17,0
14273,0,0,10,0,50,21,21,16,0
14274,0,0,24,0,59,20,14,16,0
14275,0,0,23,0,47,20,20,17,0
14276,0,0,29,0,41,25,19,14,0
14277,0,0,17,0,38,15,20,18,0
14278,0,0,29,0,44,25,23,17,0
14279,0,0,21,0,36,16,18,14,0
14280,0,0,17,0,42,21,20,18,0
14281,0,0,20,0,31,27,18,17,0
14282,0,0,28,0,25,18,19,23,0
14283,0,0,22,0,33,22,22,29,0
14284,0,0,25,0,26,14,20,22,0
14285,0,0,21,0,20,27,22,17,0
14286,0,0,23,0,24,21,12,21,0
14287,0,0,28,0,38,20,22,21,0
14288,0,0,13,0,12,24,20,22,0
14289,0,0,22,0,15,20,22,20,0
14290,0,0,26,0,20,25,21,21,0
14291,0,0,26,0,9,19,24,18,0
14292,0,0,23,0,12,17,15,22,0
14293,0,0,22,0,15,18,22,32,0
14294,0,0,16,0,12,15,24,21,0
14295,0,0,23,0,11,21,27,13,0
14296,0,0,16,0,11,20,19,23,0
14297,0,0,8,0,16,18,24,24,0
14298,0,0,7,0,4,22,24,16,0
14299,0,0,17,0,8,20,20,33,0
14300,0,0,21,0,4,20,23,12,0
14301,0,0,27,0,4,21,16,26,0
14302,0,0,25,0,1,19,24,23,0
14303,0,0,20,0,3,24,20,15,0
14304,0,0,21,0,5,22,17,25,0
14305,0,0,26,0,5,32,19,22,0
14306,0,0,17,0,5,25,21,25,0
14307,0,0,22,0,4,21,18,12,0
14308,0,0,18,0,4,24,23,19,0
14309,0,0,21,0,3,23,16,18,0
14310,0,0,26,0,2,26,19,15,0
14311,0,0,17,0,4,24,20,22,0
14312,0,0,13,0,8,19,22,17,0
14313,0,0,20,0,5,22,30,19,0
14314,0,0,14,0,3,21,16,19,0
14315,0,0,24,0,4,24,20,23,0
14316,0,0,16,0,2,22,12,21,0
14317,0,0,31,0,2,12,9,18,0
14318,0,0,19,0,4,17,29,20,0
14319,0,0,27,0,2,13,12,21,0
14320,0,0,29,0,3,29,17,30,0
14321,0,0,15,0,9,20,18,27,0
14322,0,0,22,0,4,16,24,17,0
14323,0,0,20,0,11,19,20,23,0
14324,0,0,17,0,8,24,17,32,0
14325,0,0,13,0,9,20,23,19,0
14326,0,0,16,0,11,18,18,32,0
14327,0,0,22,0,9,22,17,11,0
14328,0,0,16,0,6,23,24,25,0
14329,0,0,23,0,14,27,26,26,0
14330,0,0,17,0,9,24,27,23,0
14331,0,0,20,0,17,18,14,14,0
14332,0,0,18,0,13,20,18,27,0
14333,0,0,27,0,15,18,28,22,0
14334,0,0,25,0,15,23,18,13,0
14335,0,0,15,0,19,20,21,37,0
14336,0,0,17,0,16,18,23,17,0
14337,0,0,20,0,16,17,17,17,0
14338,0,0,17,0,18,28,15,16,0
14339,0,0,24,0,28,21,23,25,0
14340,0,0,13,0,15,16,15,18,0
14341,0,0,17,0,23,23,19,23,0
14342,0,0,16,0,23,20,25,13,0
14343,0,0,17,0,19,21,24,18,0
14344,0,0,21,0,18,13,18,21,0
14345,0,0,22,0,28,21,17,15,0
14346,0,0,24,0,33,23,23,15,0
14347,0,0,17,0,37,19,21,25,0
14348,0,0,25,0,33,19,23,12,0
14349,0,0,16,0,34,15,21,17,0
14350,0,0,19,0,34,24,16,24,0
14351,0,0,17,0,34,17,18,25,0
14352,0,0,19,0,32,20,20,19,0
14353,0,0,19,0,36,25,26,16,0
14354,0,0,13,0,51,21,19,24,0
14355,0,0,21,0,46,23,23,18,0
14356,0,0,16,0,31,14,20,23,0
14357,0,0,33,0,42,21,31,23,0
14358,0,0,16,0,49,19,21,15,0
14359,0,0,16,0,53,23,14,22,0
14360,0,0,19,0,48,21,26,19,0
14361,0,0,20,0,55,21,17,14,0
14362,0,0,17,0,50,10,24,9,0
14363,0,0,31,0,53,23,20,23,0
14364,0,0,14,0,38,24,21,21,0
14365,0,0,18,0,45,24,15,18,0
14366,0,0,25,0,53,24,14,26,0
14367,0,0,18,0,70,17,20,13,0
14368,0,0,28,0,54,22,17,19,0
14369,0,0,17,0,42,28,19,19,0
14370,0,0,29,0,50,18,20,15,0
14371,0,0,26,0,49,20,19,16,0
14372,0,0,27,0,30,22,20,27,0
14373,0,0,19,0,59,17,27,21,0
14374,0,0,23,0,39,24,18,11,0
14375,0,0,17,0,49,19,20,31,0
14376,0,0,18,0,43,18,26,16,0
14377,0,0,23,0,34,28,16,20,0
14378,0,0,23,0,42,17,15,19,0
14379,0,0,23,0,47,20,23,20,0
14380,0,0,17,0,54,22,22,19,0
14381,0,0,19,0,32,16,25,16,0
14382,0,0,17,0,36,32,26,25,0
14383,0,0,15,0,36,24,16,16,0
14384,0,0,18,0,36,14,16,16,0
14385,0,0,24,0,51,23,31,16,0
14386,0,0,20,0,28,22,24,29,0
14387,0,0,19,0,30,15,22,15,0
14388,0,0,19,0,33,26,29,28,0
14389,0,0,18,0,28,26,23,25,0
14390,0,0,19,0,20,15,20,23,0
14391,0,0,19,0,22,18,31,20,0
14392,0,0,21,0,23,20,20,16,0
14393,0,0,24,0,25,14,24,16,0
14394,0,0,18,0,15,30,21,19,0
14395,0,0,25,0,13,23,18,14,0
14396,0,0,17,0,12,17,10,23,0
14397,0,0,12,0,20,15,13,20,0
14398,0,0,15,0,12,23,22,17,0
14399,0,0,18,0,17,22,25,28,0
14400,0,0,28,0,16,27,16,18,0
14401,0,0,30,0,16,22,26,22,0
14402,0,0,22,0,10,24,18,25,0
14403,0,0,19,0,7,21,21,20,0
14404,0,0,20,0,6,24,15,21,0
14405,0,0,22,0,5,18,27,20,0
14406,0,0,21,0,5,20,13,26,0
14407,0,0,21,0,6,19,19,22,0
14408,0,0,16,0,8,25,22,20,0
14409,0,0,23,0,6,22,14,24,0
14410,0,0,17,0,8,20,14,17,0
14411,0,0,23,0,4,24,20,21,0
14412,0,0,16,0,5,17,24,12,0
14413,0,0,18,0,1,20,20,21,0
14414,0,0,22,0,3,19,24,24,0
14415,0,0,20,0,1,27,28,21,0
14416,0,0,22,0,5,22,18,22,0
14417,0,0,19,0,6,21,25,27,0
14418,0,0,18,0,0,15,24,15,0
14419,0,0,19,0,3,19,17,13,0
14420,0,0,18,0,0,13,16,23,0
14421,0,0,25,0,3,22,25,11,0
14422,0,0,21,0,2,19,23,28,0
14423,0,0,26,0,5,23,23,30,0
14424,0,0,27,0,2,22,16,21,0
14425,0,0,21,0,3,16,21,15,0
14426,0,0,20,0,1,22,20,27,0
14427,0,0,25,0,2,24,16,15,0
14428,0,0,21,0,4,21,15,20,0
14429,0,0,16,0,2,26,16,17,0
14430,0,0,17,0,4,17,17,21,0
14431,0,0,16,0,2,22,27,18,0
14432,0,0,27,0,1,20,16,28,0
14433,0,0,24,0,6,18,32,29,0
14434,0,0,20,0,5,22,24,18,0
14435,0,0,29,0,5,18,23,10,0
14436,0,0,19,0,3,21,22,23,0
14437,0,0,22,0,9,18,20,19,0
14438,0,0,21,0,7,23,30,33,0
14439,0,0,21,0,9,17,14,11,0
14440,0,0,25,0,9,21,28,24,0
14441,0,0,14,0,6,14,28,24,0
14442,0,0,17,0,9,20,15,17,0
14443,0,0,10,0,6,23,20,19,0
14444,0,0,22,0,7,21,21,15,0
14445,0,0,25,0,11,21,11,21,0
14446,0,0,28,0,9,18,20,19,0
14447,0,0,12,0,7,18,22,21,0
14448,0,0,16,0,19,20,11,20,0
14449,0,0,23,0,13,11,14,23,0
14450,0,0,20,0,21,19,22,24,0
14451,0,0,17,0,18,16,18,25,0
14452,0,0,24,0,18,30,20,24,0
14453,0,0,26,0,16,21,27,20,0
14454,0,0,28,0,14,18,28,13,0
14455,0,0,12,0,22,20,20,25,0
14456,0,0,24,0,14,19,24,13,0
14457,0,0,18,0,20,13,21,28,0
14458,0,0,20,0,36,24,19,19,0
14459,0,0,23,0,18,26,20,21,0
14460,0,0,16,0,26,15,34,23,0
14461,0,0,20,0,25,28,17,15,0
14462,0,0,19,0,33,26,14,20,0
14463,0,0,22,0,24,21,20,19,0
14464,0,0,18,0,31,21,16,14,0
14465,0,0,22,0,21,14,25,13,0
14466,0,0,15,0,26,24,18,16,0
14467,0,0,25,0,29,23,19,20,0
14468,0,0,21,0,34,21,18,21,0
14469,0,0,17,0,27,19,15,18,0
14470,0,0,24,0,28,21,19,17,0
14471,0,0,28,0,23,21,19,16,0
14472,0,0,17,0,30,16,15,24,0
14473,0,0,22,0,43,22,23,27,0
14474,0,0,24,0,32,19,25,15,0
14475,0,0,17,0,43,17,22,20,0
14476,0,0,22,0,38,19,14,22,0
14477,0,0,13,0,39,22,16,15,0
14478,0,0,22,0,37,19,18,16,0
14479,0,0,20,0,37,25,28,15,0
14480,0,0,26,0,34,24,17,16,0
14481,0,0,24,0,37,14,22,18,0
14482,0,0,16,0,36,15,20,27,0
14483,0,0,29,0,19,24,19,12,0
14484,0,0,19,0,44,20,19,18,0
14485,0,0,23,0,35,19,28,29,0
14486,0,0,25,0,39,22,16,20,0
14487,0,0,19,0,30,14,28,21,0
14488,0,0,29,0,28,21,18,24,0
14489,0,0,20,0,22,18,15,18,0
14490,0,0,20,0,28,17,11,26,0
14491,0,0,21,0,24,18,21,19,0
14492,0,0,26,0,34,23,34,25,0
14493,0,0,21,0,24,20,19,21,0
14494,0,0,17,0,25,13,21,17,0
14495,0,0,24,0,18,20,19,30,0
14496,0,0,25,0,26,19,24,19,0
14497,0,0,14,0,12,18,19,16,0
14498,0,0,29,0,22,15,24,24,0
14499,0,0,14,0,29,15,20,23,0
14500,0,0,11,0,19,19,22,29,0
14501,0,0,25,0,18,33,25,20,0
14502,0,0,20,0,13,19,28,19,0
14503,0,0,23,0,17,30,17,24,0
14504,0,0,29,0,15,26,23,31,0
14505,0,0,26,0,11,27,21,34,0
14506,0,0,20,0,11,16,22,11,0
14507,0,0,25,0,11,15,15,19,0
14508,0,0,26,0,11,20,23,12,0
14509,0,0,25,0,19,21,23,24,0
14510,0,0,25,0,8,18,23,19,0
14511,0,0,15,0,10,15,24,16,0
14512,0,0,20,0,9,23,20,33,0
14513,0,0,22,0,7,28,18,30,0
14514,0,0,17,0,3,21,18,16,0
14515,0,0,26,0,5,20,26,27,0
14516,0,0,17,0,3,16,24,24,0
14517,0,0,24,0,2,21,17,19,0
14518,0,0,17,0,7,21,23,15,0
14519,0,0,22,0,2,16,25,15,0
14520,0,0,6,0,6,21,20,16,0
14521,0,0,18,0,5,17,29,20,0
14522,0,0,23,0,1,16,23,23,0
14523,0,0,17,0,5,24,18,23,0
14524,0,0,19,0,3,27,22,16,0
14525,0,0,25,0,4,16,22,15,0
14526,0,0,29,0,4,22,17,18,0
14527,0,0,23,0,2,22,24,18,0
14528,0,0,21,0,3,25,12,23,0
14529,0,0,16,0,1,23,34,10,0
14530,0,0,18,0,3,19,21,22,0
14531,0,0,26,0,1,20,25,21,0
14532,0,0,27,0,3,21,20,17,0
14533,0,0,22,0,5,25,19,28,0
14534,0,0,20,0,1,23,19,22,0
14535,0,0,14,0,1,18,16,23,0
14536,0,0,26,0,7,25,19,21,0
14537,0,0,19,0,1,26,18,27,0
14538,0,0,20,0,1,20,16,28,0
14539,0,0,23,0,0,13,26,21,0
14540,0,0,22,0,1,19,14,16,0
14541,0,0,24,0,7,23,23,24,0
14542,0,0,17,0,4,20,23,18,0
14543,0,0,11,0,2,20,17,25,0
14544,0,0,21,0,8,21,23,20,0
14545,0,0,20,0,3,21,23,28,0
14546,0,0,18,0,4,16,14,24,0
14547,0,0,27,0,10,17,13,26,0
14548,0,0,25,0,4,19,29,18,0
14549,0,0,19,0,3,23,18,20,0
14550,0,0,19,0,4,19,21,12,0
14551,0,0,18,0,2,22,15,21,0
14552,0,0,19,0,4,27,25,28,0
14553,0,0,15,0,4,20,24,16,0
14554,0,0,18,0,13,19,19,17,0
14555,0,0,21,0,10,28,22,15,0
14556,0,0,14,0,10,19,26,19,0
14557,0,0,23,0,2,14,18,29,0
14558,0,0,24,0,6,25,22,18,0
14559,0,0,21,0,9,29,22,24,0
14560,0,0,22,0,17,23,22,17,0
14561,0,0,21,0,13,26,27,20,0
14562,0,0,17,0,12,22,27,14,0
14563,0,0,21,0,13,18,20,29,0
14564,0,0,17,0,5,23,22,24,0
14565,0,0,29,0,12,24,24,23,0
14566,0,0,24,0,15,21,24,23,0
14567,0,0,14,0,13,18,23,13,0
14568,0,0,23,0,13,18,11,23,0
14569,0,0,15,0,19,15,20,22,0
14570,0,0,23,0,13,21,26,22,0
14571,0,0,22,0,17,34,23,26,0
14572,0,0,18,0,16,19,26,20,0
14573,0,0,15,0,19,15,23,25,0
14574,0,0,22,0,23,16,24,10,0
14575,0,0,19,0,20,19,24,22,0
14576,0,0,14,0,18,19,25,19,0
14577,0,0,21,0,29,16,17,34,0
14578,0,0,27,0,23,15,20,31,0
14579,0,0,30,0,18,21,17,15,0
14580,0,0,23,0,26,18,15,21,0
14581,0,0,21,0,24,20,26,30,0
14582,0,0,21,0,25,22,23,18,0
14583,0,0,12,0,32,29,24,19,0
14584,0,0,17,0,26,27,14,19,0
14585,0,0,15,0,19,15,24,21,0
14586,0,0,20,0,24,29,25,23,0
14587,0,0,24,0,21,30,22,22,0
14588,0,0,26,0,28,18,24,32,0
14589,0,0,25,0,27,22,19,18,0
14590,0,0,21,0,18,16,20,17,0
14591,0,0,19,0,21,22,17,21,0
14592,0,0,20,0,17,22,22,20,0
14593,0,0,19,0,22,23,18,32,0
14594,0,0,14,0,18,20,16,21,0
14595,0,0,21,0,23,18,17,18,0
14596,0,0,20,0,21,20,24,20,0
14597,0,0,23,0,22,23,23,21,0
14598,0,0,16,0,31,18,22,17,0
14599,0,0,30,0,19,25,22,14,0
14600,0,0,19,0,27,24,23,13,0
14601,0,0,12,0,19,22,26,23,0
14602,0,0,20,0,22,16,17,20,0
14603,0,0,25,0,12,17,13,18,0
14604,0,0,16,0,17,23,21,18,0
14605,0,0,18,0,17,22,19,18,0
14606,0,0,27,0,15,15,19,20,0
14607,0,0,27,0,12,19,17,21,0
14608,0,0,24,0,17,24,20,21,0
14609,0,0,19,0,8,25,17,14,0
14610,0,0,22,0,13,16,31,21,0
14611,0,0,20,0,11,23,23,20,0
14612,0,0,20,0,12,21,18,26,0
14613,0,0,24,0,10,21,29,26,0
14614,0,0,23,0,12,13,19,13,0
14615,0,0,25,0,9,23,19,24,0
14616,0,0,18,0,12,18,14,20,0
14617,0,0,18,0,9,22,21,14,0
14618,0,0,15,0,12,14,19,22,0
14619,0,0,22,0,3,21,29,20,0
14620,0,0,17,0,6,28,18,21,0
14621,0,0,24,0,5,28,16,19,0
14622,0,0,20,0,5,10,14,14,0
14623,0,0,17,0,7,16,21,17,0
14624,0,0,19,0,7,20,21,17,0
14625,0,0,27,0,8,18,13,14,0
14626,0,0,24,0,5,20,14,14,0
14627,0,0,15,0,3,15,14,26,0
14628,0,0,23,0,2,17,17,26,0
14629,0,0,20,0,2,20,22,24,0
14630,0,0,17,0,1,17,21,17,0
14631,0,0,19,0,5,22,25,14,0
14632,0,0,25,0,6,24,25,22,0
14633,0,0,17,0,4,18,27,26,0
14634,0,0,21,0,0,17,21,24,0
14635,0,0,20,0,2,22,22,21,0
14636,0,0,16,0,1,14,20,18,0
14637,0,0,23,0,0,14,19,24,0
14638,0,0,21,0,1,21,11,11,0
14639,0,0,16,0,1,23,23,17,0
14640,0,0,13,0,0,20,17,34,0
14641,0,0,24,0,3,24,23,17,0
14642,0,0,19,0,0,14,22,20,0
14643,0,0,22,0,2,19,22,14,0
14644,0,0,33,0,1,22,14,20,0
14645,0,0,16,0,4,18,22,23,0
14646,0,0,25,0,0,22,27,17,0
14647,0,0,18,0,3,25,14,26,0
14648,0,0,22,0,1,17,17,29,0
14649,0,0,15,0,2,24,15,17,0
14650,0,0,22,0,1,21,23,20,0
14651,0,0,20,0,1,26,24,21,0
14652,0,0,30,0,1,35,10,29,0
14653,0,0,27,0,1,15,25,15,0
14654,0,0,17,0,5,20,17,23,0
14655,0,0,20,0,2,22,22,14,0
14656,0,0,9,0,2,13,14,21,0
14657,0,0,17,0,3,15,16,21,0
14658,0,0,14,0,3,22,22,28,0
14659,0,0,18,0,1,25,23,23,0
14660,0,0,18,0,5,25,16,17,0
14661,0,0,16,0,5,15,20,16,0
14662,0,0,20,0,4,28,24,28,0
14663,0,0,17,0,1,22,25,24,0
14664,0,0,18,0,7,20,15,18,0
14665,0,0,16,0,5,19,18,17,0
14666,0,0,16,0,7,19,21,17,0
14667,0,0,16,0,5,19,18,31,0
14668,0,0,16,0,6,16,18,17,0
14669,0,0,19,0,6,12,17,17,0
14670,0,0,27,0,7,22,15,20,0
14671,0,0,31,0,10,18,27,21,0
14672,0,0,14,0,13,21,20,13,0
14673,0,0,17,0,10,22,28,21,0
14674,0,0,18,0,11,17,20,15,0
14675,0,0,22,0,5,25,11,15,0
14676,0,0,15,0,8,19,27,20,0
14677,0,0,18,0,9,21,20,20,0
14678,0,0,25,0,5,24,25,23,0
14679,0,0,15,0,12,21,17,18,0
14680,0,0,22,19493,9,24,20,23,0
14681,0,0,14,0,15,21,14,27,0
14682,0,0,26,0,11,22,17,27,0
14683,0,0,21,0,10,26,13,29,0
14684,0,0,24,0,25,27,27,17,0
14685,0,0,16,0,14,25,23,19,0
14686,0,0,13,0,7,23,25,22,0
14687,0,0,24,0,8,23,14,18,0
14688,0,0,24,0,19,19,17,16,0
14689,0,0,18,0,12,21,19,20,0
14690,0,0,16,0,5,22,21,23,0
14691,0,0,24,0,24,11,23,17,0
14692,0,0,19,0,13,32,17,22,0
14693,0,0,27,0,12,25,21,21,0
14694,0,0,23,0,12,18,24,19,0
14695,0,0,23,0,19,13,18,15,0
14696,0,0,22,0,13,11,16,28,0
14697,0,0,21,0,14,16,26,21,0
14698,0,0,21,0,13,20,20,26,0
14699,0,0,24,0,17,15,17,29,0
14700,0,0,25,0,19,18,16,19,0
14701,0,0,28,0,20,24,17,22,0
14702,0,0,8,0,14,16,17,18,0
14703,0,0,15,0,19,17,19,30,0
14704,0,0,25,0,13,17,8,18,0
14705,0,0,20,0,7,17,14,18,0
14706,0,0,23,0,14,23,13,22,0
14707,0,0,19,0,10,22,19,17,0
14708,0,0,17,0,13,19,19,23,0
14709,0,0,20,0,13,16,20,23,0
14710,0,0,20,0,14,17,18,32,0
14711,0,0,19,0,10,24,20,21,0
14712,0,0,18,0,12,21,25,19,0
14713,0,0,23,0,10,18,16,20,0
14714,0,0,26,0,16,19,18,22,0
14715,0,0,23,0,11,13,27,20,0
14716,0,0,12,0,10,26,23,23,0
14717,0,0,10,0,12,20,15,20,0
14718,0,0,23,0,14,24,32,13,0
14719,0,0,24,0,10,20,17,16,0
14720,0,0,17,0,10,17,14,18,0
14721,0,0,20,0,7,15,22,24,0
14722,0,0,19,0,10,23,18,20,0
14723,0,0,13,0,8,16,23,17,0
14724,0,0,17,0,6,31,22,20,0
14725,0,0,25,0,8,20,8,26,0
14726,0,0,17,0,6,19,17,27,0
14727,0,0,30,0,3,18,17,16,0
14728,0,0,24,0,4,12,25,15,0
14729,0,0,18,0,10,14,22,28,0
