Number,First,Len,Rotate,GNU,Rot13,FAQ6,Ly,Rs,Sum
14730,0,0,23,0,6,18,19,32,0
14731,0,0,18,0,5,16,20,12,0
14732,0,0,18,0,6,21,19,27,0
14733,0,0,18,0,1,26,22,24,0
14734,0,0,23,0,3,24,19,26,0
14735,0,0,24,0,4,17,19,16,0
14736,0,0,22,0,7,11,28,25,0
14737,0,0,16,0,4,19,13,23,0
14738,0,0,25,0,2,14,17,22,0
14739,0,0,18,0,2,25,15,24,0
14740,0,0,33,0,3,16,16,19,0
14741,0,0,17,0,2,19,19,9,0
14742,0,0,16,0,5,16,16,24,0
14743,0,0,18,0,1,23,27,23,0
14744,0,0,23,0,4,21,23,21,0
14745,0,0,25,0,2,17,17,17,0
14746,0,0,16,0,3,19,27,23,0
14747,0,0,27,0,0,32,14,24,0
14748,0,0,16,0,1,17,24,19,0
14749,0,0,24,0,2,15,24,30,0
14750,0,0,19,0,2,21,26,30,0
14751,0,0,33,0,2,25,21,19,0
14752,0,0,15,0,1,25,21,22,0
14753,0,0,15,0,3,11,19,26,0
14754,0,0,21,0,1,14,24,18,0
14755,0,0,19,0,1,17,21,22,0
14756,0,0,17,0,2,27,25,13,0
14757,0,0,19,0,0,24,24,20,0
14758,0,0,27,0,3,28,22,14,0
14759,0,0,26,0,2,29,22,22,0
14760,0,0,28,0,3,16,18,29,0
14761,0,0,14,0,1,17,17,18,0
14762,0,0,17,0,3,17,19,25,0
14763,0,0,21,0,1,15,23,17,0
14764,0,0,19,0,1,23,26,22,0
14765,0,0,18,0,2,20,11,34,0
14766,0,0,18,0,2,22,16,28,0
14767,0,0,31,0,3,16,26,23,0
14768,0,0,18,0,4,22,20,19,0
14769,0,0,23,0,4,19,27,22,0
14770,0,0,13,0,3,26,23,15,0
14771,0,0,22,0,2,31,17,23,0
14772,0,0,26,0,2,21,23,17,0
14773,0,0,28,0,3,27,20,31,0
14774,0,0,14,0,3,14,15,25,0
14775,0,0,12,0,3,16,25,28,0
14776,0,0,20,0,3,22,26,8,0
14777,0,0,21,0,4,21,20,25,0
14778,0,0,18,0,6,15,11,22,0
14779,0,0,19,0,3,17,14,18,0
14780,0,0,27,0,3,23,15,28,0
14781,0,0,12,0,7,20,23,19,0
14782,0,0,23,0,4,21,22,24,0
14783,0,0,22,0,5,11,24,27,0
14784,0,0,17,0,3,21,23,28,0
14785,0,0,22,0,7,23,25,31,0
14786,0,0,13,0,5,24,25,19,0
14787,0,0,22,0,6,22,22,25,0
14788,0,0,18,0,9,18,18,24,0
14789,0,0,20,0,7,18,23,18,0
14790,0,0,14,0,7,27,19,27,0
14791,0,0,18,0,5,16,25,14,0
14792,0,0,12,0,10,20,23,13,0
14793,0,0,15,0,9,22,21,23,0
14794,0,0,26,0,5,25,23,17,0
14795,0,0,19,0,8,16,18,25,0
14796,0,0,26,0,5,27,20,17,0
14797,0,0,17,0,5,23,21,19,0
14798,0,0,14,0,5,16,15,21,0
14799,0,0,17,0,5,23,25,14,0
14800,0,0,22,0,11,21,17,20,0
14801,0,0,17,0,9,21,17,21,0
14802,0,0,21,0,10,12,22,9,0
14803,0,0,22,0,11,26,21,21,0
14804,0,0,13,0,11,28,18,32,0
14805,0,0,18,0,9,22,18,22,0
14806,0,0,19,0,8,16,12,15,0
14807,0,0,19,0,16,22,27,15,0
14808,0,0,27,0,10,27,20,22,0
14809,0,0,10,0,11,16,20,31,0
14810,0,0,15,0,9,24,23,20,0
14811,0,0,14,0,12,16,16,20,0
14812,0,0,19,0,5,18,13,22,0
14813,0,0,24,0,12,18,19,12,0
14814,0,0,23,0,10,17,8,21,0
14815,0,0,22,0,11,19,24,20,0
14816,0,0,28,0,13,20,19,21,0
14817,0,0,21,0,8,19,24,23,0
14818,0,0,16,0,15,12,12,24,0
14819,0,0,23,0,7,10,16,13,0
14820,0,0,30,0,11,29,20,19,0
14821,0,0,23,0,10,22,15,17,0
14822,0,0,14,0,4,22,17,14,0
14823,0,0,26,0,11,21,26,23,0
14824,0,0,22,0,12,24,14,19,0
14825,0,0,22,0,4,20,22,17,0
14826,0,0,20,0,6,20,23,13,0
14827,0,0,24,0,5,19,13,19,0
14828,0,0,34,0,7,13,18,21,0
14829,0,0,20,0,7,19,29,18,0
14830,0,0,25,0,5,27,20,31,0
14831,0,0,24,0,4,27,18,24,0
14832,0,0,15,0,7,25,31,19,0
14833,0,0,30,0,6,23,20,17,0
14834,0,0,23,0,3,23,16,26,0
14835,0,0,24,0,2,19,14,18,0
14836,0,0,15,0,6,22,18,14,0
14837,0,0,25,0,4,20,15,24,0
14838,0,0,25,0,7,23,16,13,0
14839,0,0,24,0,5,20,26,12,0
14840,0,0,17,0,5,22,29,23,0
14841,0,0,14,0,3,21,23,21,0
14842,0,0,19,0,5,19,17,15,0
14843,0,0,22,0,4,18,28,22,0
14844,0,0,19,0,2,20,20,26,0
14845,0,0,26,0,1,24,25,19,0
14846,0,0,16,0,3,17,23,22,0
14847,0,0,17,0,1,22,29,23,0
14848,0,0,10,0,4,16,19,17,0
14849,0,0,23,0,1,24,19,22,0
14850,0,0,22,0,1,17,19,17,0
14851,0,0,18,0,3,17,18,19,0
14852,0,0,15,0,1,20,28,17,0
14853,0,0,22,0,3,18,19,20,0
14854,0,0,16,0,5,27,16,18,0
14855,0,0,18,0,2,29,16,21,0
14856,0,0,16,0,1,16,17,11,0
14857,0,0,18,0,0,26,26,20,0
14858,0,0,20,0,4,20,26,22,0
14859,0,0,20,0,1,23,17,16,0
14860,0,0,14,0,1,26,30,11,0
14861,0,0,27,0,2,21,29,14,0
14862,0,0,27,0,1,22,15,23,0
14863,0,0,22,0,2,18,18,18,0
14864,0,0,26,0,1,29,21,29,0
14865,0,0,23,0,1,31,21,14,0
14866,0,0,30,0,4,25,19,15,0
14867,0,0,19,0,0,30,15,18,0
14868,0,0,22,0,0,22,20,17,0
14869,0,0,11,0,1,27,23,18,0
14870,0,0,19,0,1,18,31,25,0
14871,0,0,22,0,0,13,14,24,0
14872,0,0,16,0,3,20,26,23,0
14873,0,0,16,0,2,16,15,19,0
14874,0,0,19,0,1,21,14,19,0
14875,0,0,21,0,0,18,22,25,0
14876,0,0,22,0,1,23,29,26,0
14877,0,0,14,0,3,24,14,15,0
14878,0,0,19,0,2,18,14,18,0
14879,0,0,22,0,0,19,25,23,0
14880,0,0,22,0,1,29,24,17,0
14881,0,0,24,0,2,13,25,18,0
14882,0,0,21,0,2,16,21,19,0
14883,0,0,19,0,1,26,27,24,0
14884,0,0,21,0,0,21,21,18,0
14885,0,0,24,0,2,25,14,25,0
14886,0,0,18,0,3,23,14,18,0
14887,0,0,26,0,4,18,21,21,0
14888,0,0,28,0,0,15,23,23,0
14889,0,0,24,0,1,25,21,30,0
14890,0,0,15,0,1,16,23,27,0
14891,0,0,23,0,1,28,21,26,0
14892,0,0,11,0,2,19,22,22,0
14893,0,0,24,0,5,18,20,25,0
14894,0,0,20,0,2,18,18,20,0
14895,0,0,15,0,5,11,27,23,0
14896,0,0,22,0,2,20,22,14,0
14897,0,0,32,0,7,15,19,15,0
14898,0,0,23,0,0,22,20,34,0
14899,0,0,19,0,4,21,23,20,0
14900,0,0,25,0,7,30,19,24,0
14901,0,0,22,0,4,31,16,20,0
14902,0,0,15,0,6,23,17,24,0
14903,0,0,28,0,2,26,21,18,0
14904,0,0,22,0,7,17,17,16,0
14905,0,0,10,0,8,17,28,20,0
14906,0,0,24,0,2,26,24,19,0
14907,0,0,17,0,5,16,19,29,0
14908,0,0,21,0,5,19,16,18,0
14909,0,0,20,0,6,33,17,26,0
14910,0,0,20,0,5,26,27,22,0
14911,0,0,18,0,2,14,19,14,0
14912,0,0,19,0,3,18,26,12,0
14913,0,0,16,0,4,18,18,23,0
14914,0,0,24,0,7,25,22,14,0
14915,0,0,16,0,4,21,22,18,0
14916,0,0,22,0,2,20,24,13,0
14917,0,0,23,0,6,19,23,24,0
14918,0,0,23,0,3,24,24,25,0
14919,0,0,19,0,6,17,13,21,0
14920,0,0,20,0,2,18,18,26,0
14921,0,0,21,0,1,16,27,25,0
14922,0,0,15,0,5,32,24,22,0
14923,0,0,19,0,5,17,15,23,0
14924,0,0,24,0,11,14,18,22,0
14925,0,0,23,0,5,16,22,14,0
14926,0,0,16,0,3,18,24,17,0
14927,0,0,25,0,5,21,20,21,0
14928,0,0,12,0,3,22,16,25,0
14929,0,0,27,0,3,20,28,24,0
14930,0,0,15,0,3,18,16,26,0
14931,0,0,18,0,6,27,21,25,0
14932,0,0,14,0,1,24,18,22,0
14933,0,0,15,0,5,20,12,18,0
14934,0,0,22,0,7,11,26,25,0
14935,0,0,18,0,8,23,22,23,0
14936,0,0,25,0,8,18,27,22,0
14937,0,0,24,0,3,20,28,15,0
14938,0,0,21,0,3,22,26,19,0
14939,0,0,17,0,9,29,24,25,0
14940,0,0,14,0,6,24,28,21,0
14941,0,0,28,0,4,24,18,21,0
14942,0,0,20,0,5,25,23,18,0
14943,0,0,24,0,2,12,26,21,0
14944,0,0,20,0,3,23,17,21,0
14945,0,0,18,0,9,25,16,14,0
14946,0,0,12,0,4,24,23,25,0
14947,0,0,12,0,8,17,26,27,0
14948,0,0,25,0,6,20,13,17,0
14949,0,0,22,0,3,20,25,27,0
14950,0,0,27,0,8,35,11,20,0
14951,0,0,18,0,4,15,21,21,0
14952,0,0,22,0,6,14,27,18,0
14953,0,0,18,0,2,13,19,23,0
14954,0,0,20,0,7,25,29,21,0
14955,0,0,18,0,4,22,32,26,0
14956,0,0,16,0,4,18,24,17,0
14957,0,0,20,0,3,17,22,27,0
14958,0,0,28,0,7,20,14,19,0
14959,0,0,18,0,4,24,15,22,0
14960,0,0,19,0,4,16,23,17,0
14961,0,0,19,0,3,18,13,23,0
14962,0,0,20,0,3,21,27,20,0
14963,0,0,19,0,2,16,13,16,0
14964,0,0,20,0,5,28,22,15,0
14965,0,0,24,0,3,16,13,22,0
14966,0,0,17,0,4,27,18,25,0
14967,0,0,26,0,2,19,20,12,0
14968,0,0,20,0,3,21,36,25,0
14969,0,0,23,0,5,18,26,17,0
14970,0,0,23,0,2,29,20,25,0
14971,0,0,17,0,1,20,29,14,0
14972,0,0,24,0,1,13,19,22,0
14973,0,0,24,0,2,20,19,17,0
14974,0,0,20,0,3,24,28,17,0
14975,0,0,21,0,0,16,29,19,0
14976,0,0,16,0,1,16,27,15,0
14977,0,0,21,0,1,24,23,18,0
14978,0,0,20,0,1,21,21,22,0
14979,0,0,21,0,1,25,18,18,0
14980,0,0,24,0,0,25,24,15,0
14981,0,0,19,0,1,16,25,21,0
14982,0,0,28,0,0,21,17,14,0
14983,0,0,25,0,1,20,16,31,0
14984,0,0,21,0,0,18,22,20,0
14985,0,0,14,0,3,18,19,21,0
14986,0,0,20,0,0,21,27,32,0
14987,0,0,24,0,0,21,24,40,0
14988,0,0,20,0,1,22,24,24,0
14989,0,0,14,0,0,30,25,30,0
14990,0,0,27,0,0,20,25,19,0
14991,0,0,26,0,0,18,22,22,0
14992,0,0,12,0,0,18,21,23,0
14993,0,0,16,0,2,18,25,25,0
14994,0,0,21,0,2,24,18,16,0
14995,0,0,20,0,1,16,15,22,0
14996,0,0,17,0,2,22,18,20,0
14997,0,0,26,0,1,16,20,21,0
14998,0,0,19,0,0,24,22,13,0
14999,0,0,17,0,1,17,18,18,0
15000,0,0,18,0,2,23,13,15,0
15001,0,0,14,0,2,16,18,23,0
15002,0,0,23,0,1,17,18,16,0
15003,0,0,25,0,0,21,18,16,0
15004,0,0,19,0,1,22,15,13,0
15005,0,0,19,0,4,18,21,16,0
15006,0,0,17,0,3,20,22,15,0
15007,0,0,22,0,2,17,24,22,0
15008,0,0,17,0,2,20,20,22,0
15009,0,0,23,0,3,20,16,18,0
15010,0,0,17,0,4,19,22,15,0
15011,0,0,14,0,1,14,14,27,0
15012,0,0,16,0,2,20,15,19,0
15013,0,0,23,0,1,24,19,16,0
15014,0,0,19,0,1,27,20,19,0
15015,0,0,28,0,1,15,25,21,0
15016,0,0,19,0,3,25,21,23,0
15017,0,0,22,0,1,20,22,26,0
15018,0,0,19,0,1,19,18,19,0
15019,0,0,23,0,5,26,32,12,0
15020,0,0,21,0,6,28,22,19,0
15021,0,0,28,0,5,23,14,11,0
15022,0,0,24,0,1,27,19,26,0
15023,0,0,24,0,5,24,18,28,0
15024,0,0,22,0,4,13,24,16,0
15025,0,0,17,0,2,24,27,21,0
15026,0,0,27,0,3,24,14,23,0
15027,0,0,22,0,2,19,19,24,0
15028,0,0,21,0,2,19,19,23,0
15029,0,0,23,0,4,30,25,15,0
15030,0,0,19,0,1,33,28,28,0
15031,0,0,23,0,4,17,15,22,0
15032,0,0,18,0,4,23,26,26,0
15033,0,0,17,0,3,13,28,21,0
15034,0,0,17,0,5,22,21,17,0
15035,0,0,20,0,2,26,21,21,0
15036,0,0,17,0,5,29,30,16,0
15037,0,0,26,0,2,14,25,17,0
15038,0,0,20,0,8,26,21,20,0
15039,0,0,20,0,4,23,26,25,0
15040,0,0,21,0,7,19,28,18,0
15041,0,0,20,0,5,19,22,25,0
15042,0,0,18,0,7,18,25,27,0
15043,0,0,18,0,4,12,26,16,0
15044,0,0,23,0,3,28,22,16,0
15045,0,0,22,0,7,19,21,21,0
15046,0,0,21,0,9,17,21,24,0
15047,0,0,20,0,5,25,17,17,0
15048,0,0,20,0,6,23,18,20,0
15049,0,0,22,0,8,9,21,20,0
15050,0,0,22,0,5,23,27,22,0
15051,0,0,21,0,7,17,24,25,0
15052,0,0,29,0,7,17,16,16,0
15053,0,0,23,0,13,25,27,18,0
15054,0,0,23,0,3,27,21,20,0
15055,0,0,24,0,10,16,22,28,0
15056,0,0,26,0,14,17,14,24,0
15057,0,0,23,0,15,18,19,24,0
15058,0,0,17,0,11,21,18,21,0
15059,0,0,22,0,16,16,22,17,0
15060,0,0,20,0,6,23,16,25,0
15061,0,0,25,0,11,23,21,23,0
15062,0,0,28,0,10,21,19,21,0
15063,0,0,21,0,13,22,21,20,0
15064,0,0,18,0,7,18,17,18,0
15065,0,0,24,0,10,15,28,19,0
15066,0,0,26,0,14,19,17,11,0
15067,0,0,17,0,13,26,13,22,0
15068,0,0,24,0,10,21,25,26,0
15069,0,0,21,0,12,22,21,18,0
15070,0,0,22,0,11,20,20,19,0
15071,0,0,19,0,7,26,24,24,0
15072,0,0,17,0,4,21,20,11,0
15073,0,0,17,0,9,20,21,21,0
15074,0,0,21,0,11,17,18,23,0
15075,0,0,18,0,8,20,25,20,0
15076,0,0,14,0,6,25,20,18,0
15077,0,0,23,0,6,26,32,28,0
15078,0,0,22,0,3,20,18,18,0
15079,0,0,27,0,5,17,36,17,0
15080,0,0,20,0,3,22,27,18,0
15081,0,0,20,0,3,16,22,28,0
15082,0,0,14,0,5,22,17,20,0
15083,0,0,14,0,2,22,18,22,0
15084,0,0,20,0,3,25,26,19,0
15085,0,0,14,0,2,26,21,25,0
15086,0,0,20,0,1,24,27,17,0
15087,0,0,26,0,1,31,13,15,0
15088,0,0,19,0,4,18,20,20,0
15089,0,0,27,0,1,25,18,17,0
15090,0,0,17,0,2,20,17,22,0
15091,0,0,22,0,0,26,18,21,0
15092,0,0,17,0,0,13,25,19,0
15093,0,0,16,0,2,21,17,15,0
15094,0,0,8,0,2,19,25,29,0
15095,0,0,23,0,2,21,22,28,0
15096,0,0,19,0,1,22,27,19,0
15097,0,0,21,0,1,18,17,21,0
15098,0,0,23,0,0,26,20,21,0
15099,0,0,12,0,0,23,25,24,0
15100,0,0,17,0,0,17,20,13,0
15101,0,0,18,0,1,19,22,17,0
15102,0,0,16,0,1,25,23,13,0
15103,0,0,23,0,0,17,19,24,0
15104,0,0,27,0,1,20,18,22,0
15105,0,0,24,0,0,18,23,14,0
15106,0,0,25,0,0,19,20,16,0
15107,0,0,18,0,2,19,10,17,0
15108,0,0,15,0,2,13,20,22,0
15109,0,0,21,0,2,19,20,21,0
15110,0,0,15,0,0,17,11,16,0
15111,0,0,18,0,0,20,15,20,0
15112,0,0,23,0,0,22,22,24,0
15113,0,0,15,0,1,27,23,29,0
15114,0,0,14,0,0,18,14,24,0
15115,0,0,31,0,1,13,25,28,0
15116,0,0,24,0,3,25,19,31,0
15117,0,0,28,0,0,30,21,21,0
15118,0,0,26,0,0,16,22,17,0
15119,0,0,22,0,0,26,18,28,0
15120,0,0,24,0,3,23,15,17,0
15121,0,0,21,0,0,21,24,24,0
15122,0,0,24,0,0,22,22,26,0
15123,0,0,18,0,0,18,18,19,0
15124,0,0,25,0,1,24,22,20,0
15125,0,0,25,0,3,15,13,13,0
15126,0,0,16,0,2,19,18,16,0
15127,0,0,23,0,2,17,17,20,0
15128,0,0,21,0,3,18,15,24,0
15129,0,0,20,0,1,28,20,28,0
15130,0,0,26,0,2,22,22,24,0
15131,0,0,15,0,1,13,20,29,0
15132,0,0,16,0,1,21,28,23,0
15133,0,0,21,0,6,17,25,15,0
15134,0,0,29,0,1,20,27,21,0
15135,0,0,15,0,0,28,21,20,0
15136,0,0,22,0,1,21,24,13,0
15137,0,0,14,0,0,25,22,23,0
15138,0,0,22,0,2,17,17,14,0
15139,0,0,22,0,3,17,16,26,0
15140,0,0,20,0,3,27,24,19,0
15141,0,0,24,0,2,19,23,25,0
15142,0,0,20,0,3,32,21,18,0
15143,0,0,24,0,1,14,19,16,0
15144,0,0,20,0,6,18,18,21,0
15145,0,0,18,0,3,22,19,16,0
15146,0,0,17,0,2,21,19,24,0
15147,0,0,19,0,4,23,16,22,0
15148,0,0,27,0,7,23,24,23,0
15149,0,0,20,0,1,21,19,22,0
15150,0,0,13,0,7,20,25,14,0
15151,0,0,26,0,6,23,19,24,0
15152,0,0,17,0,4,22,19,20,0
15153,0,0,15,0,1,25,19,25,0
15154,0,0,23,0,9,16,15,16,0
15155,0,0,17,0,9,16,24,24,0
15156,0,0,22,0,12,24,23,24,0
15157,0,0,25,0,15,18,21,26,0
15158,0,0,23,0,13,26,29,27,0
15159,0,0,16,0,11,18,31,18,0
15160,0,0,14,0,8,23,22,25,0
15161,0,0,20,0,16,23,27,14,0
15162,0,0,13,0,10,22,25,27,0
15163,0,0,18,0,17,20,25,29,0
15164,0,0,16,0,17,24,25,26,0
15165,0,0,15,0,16,18,19,17,0
15166,0,0,22,0,16,12,20,18,0
15167,0,0,15,0,13,14,17,21,0
15168,0,0,17,0,16,15,18,21,0
15169,0,0,14,0,17,21,25,18,0
15170,0,0,16,0,23,20,23,24,0
15171,0,0,26,0,19,19,18,20,0
15172,0,0,22,0,18,20,15,21,0
15173,0,0,11,0,17,22,24,25,0
15174,0,0,16,0,25,20,21,21,0
15175,0,0,13,0,19,21,21,34,0
15176,0,0,22,0,24,26,20,27,0
15177,0,0,21,0,20,17,15,19,0
15178,0,0,27,0,23,32,24,18,0
15179,0,0,19,0,17,30,29,23,0
15180,0,0,24,0,15,24,16,25,0
15181,0,0,20,0,22,20,25,20,0
15182,0,0,23,0,12,20,20,25,0
15183,0,0,20,0,22,18,19,27,0
15184,0,0,27,0,22,18,19,19,0
15185,0,0,22,0,22,15,15,20,0
15186,0,0,16,0,12,34,27,19,0
15187,0,0,13,0,13,22,19,14,0
15188,0,0,15,0,14,25,20,22,0
15189,0,0,23,0,14,20,27,23,0
15190,0,0,16,0,15,23,17,17,0
15191,0,0,17,0,9,18,23,17,0
15192,0,0,15,0,9,20,24,27,0
15193,0,0,15,0,15,21,18,18,0
15194,0,0,22,0,6,26,16,20,0
15195,0,0,27,0,7,20,15,11,0
15196,0,0,15,0,7,22,17,21,0
15197,0,0,23,0,11,18,21,20,0
15198,0,0,22,0,4,31,16,20,0
15199,0,0,18,0,7,19,26,26,0
15200,0,0,28,0,3,17,30,19,0
15201,0,0,21,0,3,17,27,23,0
15202,0,0,19,0,2,21,25,19,0
15203,0,0,12,0,3,18,17,19,0
15204,0,0,16,0,0,20,18,28,0
15205,0,0,19,0,4,16,17,14,0
15206,0,0,17,0,2,22,18,23,0
15207,0,0,28,0,1,18,21,26,0
15208,0,0,18,0,2,24,23,16,0
15209,0,0,23,0,3,20,18,20,0
15210,0,0,7,0,2,21,16,18,0
15211,0,0,21,0,1,20,27,27,0
15212,0,0,24,0,3,28,18,16,0
15213,0,0,12,0,1,17,13,25,0
15214,0,0,23,0,0,24,24,26,0
15215,0,0,14,0,0,27,10,26,0
15216,0,0,20,0,1,16,27,26,0
15217,0,0,23,0,2,20,19,13,0
15218,0,0,18,0,0,21,22,28,0
15219,0,0,16,0,0,17,20,23,0
15220,0,0,18,0,0,16,24,20,0
15221,0,0,34,0,0,21,18,20,0
15222,0,0,11,0,0,25,12,17,0
15223,0,0,14,0,0,20,21,26,0
15224,0,0,18,0,1,21,20,22,0
15225,0,0,21,0,1,20,23,16,0
15226,0,0,16,0,2,13,17,19,0
15227,0,0,22,0,1,26,13,19,0
15228,0,0,23,0,0,15,18,14,0
15229,0,0,20,0,1,17,21,24,0
15230,0,0,18,0,1,24,25,21,0
15231,0,0,15,0,1,18,23,18,0
15232,0,0,15,0,1,30,12,17,0
15233,0,0,18,0,1,22,17,27,0
15234,0,0,30,0,2,22,15,21,0
15235,0,0,25,0,0,22,22,19,0
15236,0,0,21,0,3,17,15,19,0
15237,0,0,20,0,0,24,27,27,0
15238,0,0,17,0,1,28,21,16,0
15239,0,0,15,0,2,19,24,16,0
15240,0,0,28,0,0,19,26,14,0
15241,0,0,15,0,1,23,19,25,0
15242,0,0,21,0,0,20,18,27,0
15243,0,0,12,0,2,13,18,21,0
15244,0,0,24,0,1,29,25,18,0
15245,0,0,19,0,1,19,13,17,0
15246,0,0,23,0,1,21,20,18,0
15247,0,0,27,0,4,15,21,24,0
15248,0,0,26,0,3,23,16,11,0
15249,0,0,18,0,8,18,22,21,0
15250,0,0,16,0,2,25,15,11,0
15251,0,0,20,0,5,26,24,25,0
15252,0,0,23,0,1,20,25,16,0
15253,0,0,10,0,8,20,19,18,0
15254,0,0,25,0,2,12,23,20,0
15255,0,0,15,0,5,24,17,20,0
15256,0,0,16,0,6,23,18,10,0
15257,0,0,23,0,8,17,22,22,0
15258,0,0,18,0,11,10,19,17,0
15259,0,0,18,0,10,20,20,23,0
15260,0,0,12,0,7,21,17,23,0
15261,0,0,19,0,10,19,24,14,0
15262,0,0,24,0,15,15,23,20,0
15263,0,0,19,0,20,21,32,15,0
15264,0,0,22,0,17,27,17,24,0
15265,0,0,19,0,18,16,26,17,0
15266,0,0,17,0,12,23,23,13,0
15267,0,0,19,0,18,21,23,19,0
15268,0,0,16,0,21,19,16,20,0
15269,0,0,27,0,14,27,22,19,0
15270,0,0,17,0,31,14,19,15,0
15271,0,0,18,0,33,15,29,25,0
15272,0,0,16,0,29,22,22,21,0
15273,0,0,15,0,25,17,25,19,0
15274,0,0,14,0,29,26,23,17,0
15275,0,0,18,0,37,23,13,22,0
15276,0,0,20,0,27,18,19,16,0
15277,0,0,21,0,26,24,20,21,0
15278,0,0,21,0,29,20,12,16,0
15279,0,0,21,0,27,29,18,14,0
15280,0,0,20,0,35,19,11,25,0
15281,0,0,36,0,38,22,17,21,0
15282,0,0,19,0,34,19,19,23,0
15283,0,0,18,0,27,24,21,18,0
15284,0,0,26,0,28,27,22,24,0
15285,0,0,17,0,34,15,23,18,0
15286,0,0,20,0,22,24,19,23,0
15287,0,0,14,0,23,29,15,27,0
15288,0,0,19,0,32,21,24,18,0
15289,0,0,14,0,32,27,13,20,0
15290,0,0,10,0,33,22,24,24,0
15291,0,0,21,0,27,17,20,18,0
15292,0,0,17,0,29,15,23,22,0
15293,0,0,13,0,22,20,16,14,0
15294,0,0,25,0,24,25,18,20,0
15295,0,0,29,0,27,25,26,18,0
15296,0,0,14,0,25,17,17,20,0
15297,0,0,27,0,16,15,27,24,0
15298,0,0,11,0,29,26,19,19,0
15299,0,0,21,0,19,19,27,25,0
15300,0,0,30,0,16,21,31,22,0
15301,0,0,18,0,17,32,16,11,0
15302,0,0,21,0,29,18,22,17,0
15303,0,0,22,0,19,30,25,12,0
15304,0,0,23,0,17,19,22,15,0
15305,0,0,21,0,11,20,22,22,0
15306,0,0,24,0,9,16,22,13,0
15307,0,0,25,0,11,24,19,27,0
15308,0,0,23,0,9,19,16,17,0
15309,0,0,18,0,7,20,22,17,0
15310,0,0,15,0,12,22,25,18,0
15311,0,0,21,0,9,19,17,25,0
15312,0,0,21,0,7,17,18,20,0
15313,0,0,13,0,5,17,27,15,0
15314,0,0,13,0,7,17,23,19,0
15315,0,0,22,0,2,17,22,25,0
15316,0,0,20,0,4,22,21,27,0
15317,0,0,25,0,2,16,26,18,0
15318,0,0,18,0,5,25,18,25,0
15319,0,0,30,0,2,21,16,19,0
15320,0,0,22,0,4,23,18,21,0
15321,0,0,30,0,0,23,19,21,0
15322,0,0,14,0,4,21,14,21,0
15323,0,0,13,0,1,16,15,19,0
15324,0,0,15,0,0,24,19,18,0
15325,0,0,14,0,1,24,19,24,0
15326,0,0,18,0,0,18,19,16,0
15327,0,0,21,0,1,23,20,19,0
15328,0,0,17,0,1,22,19,24,0
15329,0,0,20,0,1,12,13,27,0
15330,0,0,15,0,1,19,21,21,0
15331,0,0,22,0,0,17,22,18,0
15332,0,0,17,0,1,26,19,27,0
15333,0,0,20,0,0,17,22,18,0
15334,0,0,21,0,0,23,16,34,0
15335,0,0,26,0,0,17,24,21,0
15336,0,0,30,0,0,15,30,16,0
15337,0,0,27,0,0,30,23,20,0
15338,0,0,24,0,2,23,16,19,0
15339,0,0,21,0,0,16,16,27,0
15340,0,0,27,0,0,13,22,21,0
15341,0,0,20,0,1,28,23,22,0
15342,0,0,25,0,0,22,27,20,0
15343,0,0,18,0,0,24,17,13,0
15344,0,0,26,0,0,23,18,19,0
15345,0,0,17,0,2,26,29,22,0
15346,0,0,23,0,0,27,15,21,0
15347,0,0,16,0,1,30,27,12,0
15348,0,0,20,0,2,24,28,18,0
15349,0,0,22,0,2,22,23,16,0
15350,0,0,12,0,0,17,29,18,0
15351,0,0,18,0,2,16,23,17,0
15352,0,0,23,0,1,27,19,17,0
15353,0,0,16,0,4,16,21,18,0
15354,0,0,16,0,0,22,18,24,0
15355,0,0,20,0,4,23,17,23,0
15356,0,0,19,0,4,19,22,21,0
15357,0,0,25,0,3,15,22,22,0
15358,0,0,13,0,3,27,18,26,0
15359,0,0,21,0,11,24,21,28,0
15360,0,0,15,0,6,20,19,14,0
15361,0,0,13,0,8,25,20,14,0
15362,0,0,17,0,9,15,20,12,0
15363,0,0,17,0,7,23,18,20,0
15364,0,0,20,0,11,17,17,26,0
15365,0,0,26,0,15,21,20,13,0
15366,0,0,25,0,15,21,20,16,0
15367,0,0,28,0,14,27,9,26,0
15368,0,0,19,0,19,25,15,23,0
15369,0,0,8,0,13,24,19,18,0
15370,0,0,21,0,23,22,17,28,0
15371,0,0,16,0,14,25,19,17,0
15372,0,0,18,0,20,23,22,19,0
15373,0,0,18,0,23,27,23,27,0
15374,0,0,29,0,13,14,18,23,0
15375,0,0,17,0,37,20,26,21,0
15376,0,0,22,0,24,23,23,21,0
15377,0,0,21,0,22,16,20,27,0
15378,0,0,22,0,29,10,17,17,0
15379,0,0,15,0,19,20,25,25,0
15380,0,0,23,0,35,14,23,21,0
15381,0,0,21,0,41,23,21,19,0
15382,0,0,25,0,40,24,13,26,0
15383,0,0,21,0,36,18,20,26,0
15384,0,0,15,0,29,22,18,10,0
15385,0,0,29,0,39,29,20,23,0
15386,0,0,19,0,39,29,21,18,0
15387,0,0,20,0,49,25,16,24,0
15388,0,0,34,0,36,20,16,18,0
15389,0,0,22,0,44,19,21,22,0
15390,0,0,23,0,37,15,18,24,0
15391,0,0,20,0,56,25,19,22,0
15392,0,0,23,0,47,22,21,17,0
15393,0,0,24,0,43,26,27,22,0
